Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
is housing market going up,15,15,30,80,2.07,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.06,165,"0, 0, 22, 0, 77, 0, 77, 0, 100, 33, 44, 11",2026-08-02,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
ai in real estate development,59,59,110,63,7.82,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-investors,0,0,0.00,0.39,147,"23, 23, 42, 52, 66, 66, 14, 19, 80, 66, 100, 100",2026-07-29,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
rate of return on real estate,26,26,40,35,0.00,https://www.housecanary.com/blog/rental-yield,0,0,0.00,0.03,171,"22, 33, 22, 33, 44, 44, 33, 33, 33, 44, 55, 100",2026-08-08,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
rate of return on real estate,29,29,40,35,0.00,https://www.housecanary.com/blog/rental-yield,0,0,0.00,0.03,171,"22, 33, 22, 33, 44, 44, 33, 33, 33, 44, 55, 100",2026-08-08,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
ai chatbot for homebuilding guidance and builder matching,46,46,390,8,0.00,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,0,0,0.00,0,104000000,"1, 100, 81",2026-07-29,"Reviews, Video, Video Carousel, People also ask, AI overview",informational,Organic
real estate agent tools,12,12,320,27,6.26,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,0,0,0.00,0.23,180,"81, 81, 66, 66, 66, 43, 66, 54, 35, 43, 66, 54",2026-08-02,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
best revenue management tools for large multifamily portfolios,23,23,70,15,0.00,https://www.housecanary.com/blog/real-estate-investment-software,0,0,0.00,0,110,100,2026-09-19,"Reviews, Video, People also ask, Related searches, AI overview",commercial,Organic
town of south kingstown vision appraisal,64,64,320,25,0.00,https://www.housecanary.com/products/agile-insights,0,0,0.00,0.33,174,"88, 88, 2, 1, 0, 32, 1, 39, 32, 17, 32, 39",2026-07-31,"Video, People also ask, Related searches","informational, transactional",Organic
gross yield real estate,6,6,90,18,0.00,https://www.housecanary.com/blog/rental-yield,0,0,0.00,0.04,124,"52, 29, 52, 64, 17, 52, 100, 41, 52, 29, 41, 52",2026-07-30,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
is the house market gonna crash,20,20,90,41,0.00,https://www.housecanary.com/blog/is-the-housing-market-going-to-crash,0,0,0.00,0.01,120,"42, 34, 26, 26, 26, 26, 42, 42, 34, 80, 42, 26",2026-08-19,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
housing market update june 2026,23,23,110,,0.00,https://www.housecanary.com/blog/market-pulse-2026-june,0,0,0.00,0,129,100,2026-09-15,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
house value websites,66,66,210,79,2.75,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.61,135,"13, 37, 7, 11, 11, 8, 7, 7, 5, 8, 8, 8",2026-09-06,"Video, People also ask, Related searches, AI overview",informational,Organic
free real estate leads app,23,23,50,25,0.00,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.43,151,"4, 8, 10, 10, 8, 29, 6, 8, 8, 6, 6, 6",2026-08-26,"Sitelinks, Reviews, Video, Ads top, Ads bottom, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
real estate market intelligence investor strategy,21,21,170,25,0.00,https://www.housecanary.com/blog/real-estate-investment-software,0,0,0.00,0,135,"100, 12",2026-08-28,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
real estate market intelligence investor strategy,79,79,170,25,0.00,https://www.housecanary.com/solutions/investment-insights,0,0,0.00,0,135,"100, 12",2026-08-28,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
real estate market intelligence investor strategy,80,80,170,25,0.00,https://www.housecanary.com/solutions/investment-insights,0,0,0.00,0,135,"100, 12",2026-08-28,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
is the housing market expected to crash,35,35,70,33,0.00,https://www.housecanary.com/blog/is-the-housing-market-going-to-crash,0,0,0.00,0.02,146,"3, 8, 5, 3, 5, 8, 6, 5, 5, 6, 5, 8",2026-08-17,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
mortgage sales conversion rate,87,87,70,0,0.00,https://www.housecanary.com/industries/private-money-lenders,0,0,0.00,0,107,"22, 77, 77, 44, 77, 100, 77, 100, 100, 100, 100, 100",2026-08-06,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
best real estate leads to buy,15,15,110,33,35.23,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.59,122,"33, 52, 66, 52, 52, 42, 100, 66, 66, 52, 66, 42",2026-08-11,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
best real estate leads to buy,24,24,110,33,35.23,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.59,122,"33, 52, 66, 52, 52, 42, 100, 66, 66, 52, 66, 42",2026-08-11,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
home valuation app,19,19,40,79,1.59,https://www.housecanary.com/,0,0,0.00,0.51,162,"63, 36, 45, 45, 63, 63, 45, 18, 63, 18, 18, 18",2026-08-28,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
home valuation app,64,64,40,79,1.59,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.51,162,"63, 36, 45, 45, 63, 63, 45, 18, 63, 18, 18, 18",2026-08-28,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
when was real estate crash,49,49,40,47,0.00,https://www.housecanary.com/blog/is-the-housing-market-going-to-crash,0,0,0.00,0.33,110,"18, 18, 18, 18, 100, 100, 18, 18, 18, 18, 18, 18",2026-08-07,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
find house value,65,65,170,78,2.16,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.43,137,"43, 54, 29, 29, 43, 35, 22, 22, 29, 43, 43, 43",2026-08-14,"Video, Ads top, Ads bottom, People also ask, Related searches",informational,Organic
agentic ai in real estate,54,54,30,16,8.83,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,0,0,0.00,0.29,122,"18, 18, 18, 18, 18, 18, 18, 18, 100, 18, 45, 36",2026-09-15,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
agentic ai in real estate,63,63,30,16,8.83,https://www.housecanary.com/blog/5-ai-tools-for-real-estate-agents,0,0,0.00,0.29,122,"18, 18, 18, 18, 18, 18, 18, 18, 100, 18, 45, 36",2026-09-15,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
is the housing market going to drop,44,44,70,42,1.65,https://www.housecanary.com/blog/is-the-housing-market-going-to-crash,0,0,0.00,0.05,122,"34, 34, 21, 21, 28, 28, 21, 21, 21, 28, 15, 15",2026-09-13,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
property investment management software,9,12,50,30,17.22,https://www.housecanary.com/blog/real-estate-investment-software,0,0,0.00,0.51,107,"100, 80, 42, 0, 0, 9, 14, 9, 4, 9, 9, 19",2026-09-22,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
cloud cma vs rpr,22,22,40,10,0.00,https://www.housecanary.com/blog/comparative-market-analysis-tool,0,0,0.00,0.66,96,"14, 14, 14, 14, 14, 14, 100, 14, 14, 100, 14, 14",2026-09-04,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
hard money lending property valuation tips accurate appraisal market trends,33,33,40,0,0.00,https://www.housecanary.com/industries/private-money-lenders,0,0,0.00,0,109,"100, 0, 0, 0",2026-08-27,"Reviews, Video, People also ask, AI overview",informational,Organic
hard money lending property valuation tips accurate appraisal market trends,81,81,40,0,0.00,https://www.housecanary.com/industries/private-money-lenders,0,0,0.00,0,109,"100, 0, 0, 0",2026-08-27,"Reviews, Video, People also ask, AI overview",informational,Organic
what's my home value,45,45,320,78,3.97,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.67,137,"36, 44, 36, 44, 44, 54, 36, 15, 5, 54, 36, 66",2026-08-24,"Sitelinks, Video, People also ask, Related searches",informational,Organic
home graph,52,52,40,36,0.00,https://www.housecanary.com/,0,0,0.00,0.33,118,"18, 18, 18, 100, 100, 18, 18, 18, 18, 18, 18, 18",2026-08-05,"Image pack, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
south florida real estate forecast next 5 years,1,1,50,50,0.00,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.04,167,"41, 41, 52, 52, 41, 64, 29, 29, 23, 17, 11, 11",2026-08-07,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",AI overview
south florida real estate forecast next 5 years,8,8,50,50,0.00,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.04,167,"41, 41, 52, 52, 41, 64, 29, 29, 23, 17, 11, 11",2026-08-07,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",Organic
south florida real estate forecast next 5 years,30,30,50,50,0.00,https://www.housecanary.com/blog/florida-housing-market,0,0,0.00,0.04,167,"41, 41, 52, 52, 41, 64, 29, 29, 23, 17, 11, 11",2026-08-07,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",Organic
sell real estate leads,20,20,40,30,11.00,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.66,113,"27, 45, 45, 36, 45, 100, 36, 27, 27, 27, 18, 27",2026-08-20,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
state of housing market,27,27,40,83,1.56,https://www.housecanary.com/blog/housing-market-forecast,0,0,0.00,0.25,172,"35, 50, 28, 21, 14, 14, 21, 28, 21, 50, 14, 0",2026-09-14,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
housing market correction 2025,16,16,50,40,0.00,https://www.housecanary.com/blog/is-the-housing-market-going-to-crash,0,0,0.00,0.07,133,"64, 64, 41, 29, 29, 52, 29, 11, 11, 11, 0, 11",2026-08-17,"Video, People also ask, Related searches, AI overview",informational,Organic
real estate sellers leads,15,15,70,30,21.35,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.32,124,"5, 23, 23, 28, 17, 23, 17, 17, 12, 12, 10, 12",2026-08-20,"Sitelinks, Reviews, Video, Ads top, People also ask, Related searches, AI overview","commercial, informational",Organic
signs of real estate market crash,39,39,70,32,0.00,https://www.housecanary.com/blog/is-the-housing-market-going-to-crash,0,0,0.00,0.33,171,"3, 100, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3",2026-08-02,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how to figure cap rate for real estate,27,27,50,21,0.58,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.42,134,"14, 21, 28, 21, 28, 14, 64, 14, 50, 14, 78, 35",2026-09-12,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
how to figure cap rate for real estate,29,29,50,21,0.58,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.42,134,"14, 21, 28, 21, 28, 14, 64, 14, 50, 14, 78, 35",2026-09-12,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
hot real estate market,43,43,140,62,1.81,https://www.housecanary.com/blog/real-estate-market-trends,0,0,0.00,0.05,135,"28, 66, 23, 17, 53, 28, 17, 28, 23, 23, 28, 28",2026-09-14,"Video, People also ask, Related searches, AI overview",informational,Organic
canaryhouse,33,33,50,31,4.84,https://www.housecanary.com/category/real-estate-agents,0,0,0.00,0.04,40900,"63, 36, 63, 63, 63, 45, 45, 63, 63, 0, 45, 36",2026-08-02,"Knowledge panel, Reviews, Video, People also ask, Related searches",navigational,Organic
canaryhouse,64,64,50,31,4.84,https://www.housecanary.com/pricing,0,0,0.00,0.04,40900,"63, 36, 63, 63, 63, 45, 45, 63, 63, 0, 45, 36",2026-08-02,"Knowledge panel, Reviews, Video, People also ask, Related searches",navigational,Organic
canaryhouse,88,88,50,31,4.84,https://www.housecanary.com/info/legal,0,0,0.00,0.04,40900,"63, 36, 63, 63, 63, 45, 45, 63, 63, 0, 45, 36",2026-08-02,"Knowledge panel, Reviews, Video, People also ask, Related searches",navigational,Organic
higher capitalization rate means,25,25,50,24,0.15,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.33,132,"63, 63, 63, 63, 63, 63, 63, 45, 0, 18, 100, 0",2026-08-09,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
assuming loan from seller,21,21,90,46,1.28,https://www.housecanary.com/blog/assumable-mortgage,0,0,0.00,0.1,130,"5, 17, 17, 23, 17, 100, 53, 7, 5, 5, 5, 5",2026-09-05,"Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
house property value,17,17,110,77,2.53,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.51,139,"23, 35, 28, 43, 23, 17, 12, 28, 28, 28, 28, 23",2026-08-09,"Video, People also ask, Related searches, Discussions and forums",informational,Organic
house property value,20,20,110,77,2.53,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.51,139,"23, 35, 28, 43, 23, 17, 12, 28, 28, 28, 28, 23",2026-08-09,"Video, People also ask, Related searches, Discussions and forums",informational,Organic
how do i figure cap rate,13,13,90,28,0.14,https://www.housecanary.com/blog/cap-rate,0,0,0.00,0.42,132,"35, 64, 50, 64, 64, 64, 64, 78, 64, 100, 64, 64",2026-08-14,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
housing value predictions,21,21,70,74,1.79,https://www.housecanary.com/blog/housing-market-predictions,0,0,0.00,0.06,136,"52, 41, 64, 82, 23, 41, 41, 41, 41, 41, 11, 17",2026-09-13,"Video, People also ask, Related searches, AI overview",informational,Organic
real estate rehab software,28,28,320,17,0.00,https://www.housecanary.com/blog/real-estate-investment-software,0,0,0.00,0.33,120,"6, 54, 54, 66, 66, 66, 100, 100, 81, 100, 81, 81",2026-08-19,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
real estate rehab software,30,30,320,17,0.00,https://www.housecanary.com/blog/real-estate-investment-software,0,0,0.00,0.33,120,"6, 54, 54, 66, 66, 66, 100, 100, 81, 100, 81, 81",2026-08-19,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
lead generators for real estate agents,10,10,50,23,24.02,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.33,125,"36, 18, 45, 45, 45, 45, 63, 63, 45, 45, 81, 63",2026-08-21,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
how is the housing market in florida,20,20,170,47,1.48,https://www.housecanary.com/blog/florida-housing-market,0,0,0.00,0.1,131,"15, 23, 12, 15, 12, 15, 9, 15, 15, 100, 15, 15",2026-08-17,"Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
emerging trends in real estate,59,59,320,40,4.51,https://www.housecanary.com/blog/real-estate-market-trends,0,0,0.00,0.09,114,"19, 23, 15, 36, 66, 100, 100, 36, 36, 29, 29, 15",2026-09-14,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
real estate listing lead generation,9,9,140,27,30.93,https://www.housecanary.com/blog/best-lead-generation-for-realtors,0,0,0.00,0.46,128,"3, 35, 35, 28, 23, 23, 23, 18, 18, 23, 23, 18",2026-08-29,"Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
hot markets for real estate,67,67,110,70,1.42,https://www.housecanary.com/blog/real-estate-market-trends,0,0,0.00,0.06,146,"65, 43, 12, 12, 12, 21, 15, 34, 34, 53, 34, 34",2026-08-12,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
market value of my house,41,41,590,78,3.40,https://www.housecanary.com/blog/what-is-the-value-of-my-home,0,0,0.00,0.71,204,"44, 54, 67, 67, 67, 67, 54, 67, 54, 67, 67, 81",2026-08-02,"Video, People also ask, Related searches",informational,Organic
